genome_id,cluster_id,split
573.15593,hc10_4915,train
573.15608,hc10_5245,calibration
573.15620,hc10_4926,train
573.15627,hc10_4928,train
573.15629,hc10_5250,train
573.22563,hc10_824,test
573.23206,hc10_535,test
573.23213,hc10_544,test
573.24255,hc10_3703,test
573.24259,hc10_3705,test
573.24283,hc10_3713,test
573.24288,hc10_3706,test
573.24289,hc10_3706,test
573.24321,hc10_13626,train
573.24335,hc10_595,train
573.24337,hc10_1271,train
573.24340,hc10_18319,train
573.24346,hc10_6161,train
573.24357,hc10_18319,train
573.24404,hc10_17504,train
573.24411,hc10_17510,train
573.24412,hc10_17504,train
573.24422,hc10_18060,train
573.26091,hc10_18136,test
573.26114,hc10_6054,test
573.26120,hc10_18367,test
573.26125,hc10_18369,test
573.26128,hc10_6252,test
573.26144,hc10_18372,test
573.26156,hc10_18372,test
573.26169,hc10_14092,test
573.26207,hc10_6074,test
573.26233,hc10_14243,test
573.26234,hc10_6081,test
573.26241,hc10_14113,test
573.26246,hc10_14115,test
573.26260,hc10_17557,test
573.26265,hc10_18388,test
573.26269,hc10_14249,test
573.26275,hc10_17560,test
573.26276,hc10_17561,test
573.26288,hc10_17565,test
573.26292,hc10_14255,test
573.31084,hc10_19036,train
573.35513,hc10_26743,train
573.46076,hc10_13312,train
573.46098,hc10_13325,train
573.46844,hc10_13501,test
573.46855,hc10_19254,test
573.46860,hc10_13501,test
573.46862,hc10_13501,test
573.5724,hc10_435,test
573.5804,hc10_423,test
573.66173,hc10_1684,train
573.66202,hc10_19531,train
573.66578,hc10_19309,test
573.66596,hc10_19547,test
573.66608,hc10_19552,test
573.66611,hc10_19881,test
573.66620,hc10_19555,test
573.66629,hc10_19561,test
573.66634,hc10_19888,test
573.66646,hc10_19896,test
573.66711,hc10_19602,test
573.66715,hc10_19324,test
573.66727,hc10_19882,test
573.66728,hc10_19934,test
573.66732,hc10_19936,test
573.66757,hc10_19612,train
573.66763,hc10_19333,train
573.66767,hc10_19616,train
573.66785,hc10_19338,train
573.66802,hc10_19634,train
573.66816,hc10_19642,train
573.66839,hc10_19655,calibration
573.66842,hc10_19977,train
573.66843,hc10_19657,train
573.66899,hc10_19675,train
573.66919,hc10_19998,train
573.66927,hc10_19380,train
573.66933,hc10_19685,train
573.66956,hc10_19902,train
573.66982,hc10_19704,train
573.66998,hc10_19404,train
573.67010,hc10_19410,train
573.67012,hc10_19412,train
573.67054,hc10_19432,train
573.67057,hc10_19403,train
573.67059,hc10_19435,train
573.67060,hc10_20040,calibration
573.67080,hc10_19446,train
573.67083,hc10_19448,train
573.67104,hc10_19457,calibration
573.67107,hc10_19460,calibration
573.67114,hc10_19464,train
573.67156,hc10_19489,train
573.67166,hc10_19496,test
573.13093,hc10_21339,calibration
573.13112,hc10_21325,train
573.13120,hc10_1684,train
573.13147,hc10_21376,train
573.13164,hc10_1684,train
573.13173,hc10_21647,train
573.13182,hc10_21620,train
573.13189,hc10_21325,train
573.13192,hc10_1684,train
573.13221,hc10_22232,train
573.13254,hc10_22219,train
573.13257,hc10_1684,train
573.13260,hc10_22255,calibration
573.13263,hc10_21340,train
573.13275,hc10_21418,train
573.13290,hc10_1684,train
573.13293,hc10_21647,train
573.13323,hc10_22288,train
573.13349,hc10_5702,train
573.13350,hc10_5703,train
573.13352,hc10_5704,train
573.13387,hc10_21946,train
573.13437,hc10_21720,train
573.13438,hc10_1684,train
573.13445,hc10_22239,train
573.13452,hc10_22004,train
573.13466,hc10_21742,train
573.13473,hc10_22008,train
573.13498,hc10_5739,train
573.13499,hc10_1684,train
573.13501,hc10_22017,train
573.13515,hc10_5745,train
573.13532,hc10_17156,train
573.13567,hc10_17146,train
573.13594,hc10_22219,train
573.13617,hc10_21938,train
573.13619,hc10_21937,calibration
573.13630,hc10_17179,calibration
573.13639,hc10_17182,train
573.13665,hc10_5641,train
573.13671,hc10_12694,train
573.13697,hc10_22594,train
573.13707,hc10_21423,train
573.13726,hc10_22612,train
573.13728,hc10_1684,train
573.13740,hc10_22616,train
573.13756,hc10_5641,train
573.13766,hc10_21647,train
573.13800,hc10_21761,test
573.13836,hc10_22395,test
573.13854,hc10_1684,test
573.13865,hc10_21944,test
573.13866,hc10_12706,test
573.13869,hc10_21474,test
573.13872,hc10_21325,test
573.13886,hc10_12675,test
573.13899,hc10_12720,test
573.13905,hc10_17154,test
573.13929,hc10_21499,test
573.13963,hc10_12734,test
573.13970,hc10_1684,train
573.13992,hc10_21775,train
573.14015,hc10_1684,train
573.14017,hc10_1684,train
573.14044,hc10_1684,train
573.14051,hc10_12720,train
573.14097,hc10_21617,train
573.14105,hc10_21617,train
573.14149,hc10_21576,train
573.14153,hc10_21617,train
573.14208,hc10_21339,calibration
573.14227,hc10_21647,train
573.14236,hc10_1684,train
573.14241,hc10_5641,train
573.14243,hc10_21617,train
573.14268,hc10_1684,train
573.14311,hc10_22219,train
573.14329,hc10_22239,train
573.14342,hc10_21645,train
573.14368,hc10_21617,train
573.14372,hc10_12781,calibration
573.14399,hc10_21730,train
573.14415,hc10_21845,train
573.14448,hc10_22219,train
573.14460,hc10_21645,train
573.14471,hc10_22229,train
573.14473,hc10_1684,train
573.14507,hc10_21938,train
573.14510,hc10_21904,train
573.14543,hc10_22202,calibration
573.15547,hc10_4889,train
573.15557,hc10_4894,train
573.15585,hc10_4910,calibration
573.15586,hc10_5239,train
573.15599,hc10_12833,train
573.1733,hc10_12957,train
573.24268,hc10_3710,test
573.24290,hc10_3724,train
573.24293,hc10_3727,test
573.24334,hc10_594,train
573.24343,hc10_6161,train
573.24423,hc10_6161,train
573.24426,hc10_18063,train
573.24448,hc10_18067,train
573.24454,hc10_6161,train
573.26134,hc10_18371,test
573.26136,hc10_6058,test
573.26163,hc10_14090,test
573.26172,hc10_6068,test
573.26177,hc10_6069,test
573.26178,hc10_14095,test
573.26192,hc10_14097,test
573.26205,hc10_14107,test
573.26212,hc10_18379,test
573.26213,hc10_18380,test
573.26215,hc10_18382,test
573.26244,hc10_18387,test
573.26253,hc10_6086,test
573.26257,hc10_6260,test
573.26266,hc10_6264,test
573.26274,hc10_6266,test
573.26282,hc10_14252,test
573.26286,hc10_18393,test
573.26300,hc10_6270,test
573.26313,hc10_17570,test
573.26322,hc10_12714,test
573.31061,hc10_18834,train
573.31078,hc10_18839,train
573.33421,mlst_MLST.klebsiella.15,train
573.46066,hc10_13302,train
573.46088,hc10_12995,train
573.46097,hc10_13002,train
573.46120,hc10_13347,train
573.46834,hc10_19254,test
573.46838,hc10_13501,test
573.46853,hc10_13501,test
573.46864,hc10_13111,test
573.46865,hc10_13111,test
573.46868,hc10_13111,test
573.46869,hc10_13111,test
573.5707,hc10_1405,test
573.5722,hc10_432,test
573.5822,hc10_432,test
573.66176,hc10_1684,train
573.66574,hc10_19307,train
573.66581,hc10_19539,test
573.66583,hc10_19873,test
573.66595,hc10_19546,test
573.66607,hc10_19551,test
573.66670,hc10_19579,test
573.66675,hc10_19582,test
573.66692,hc10_19590,test
573.66697,hc10_19916,test
573.66708,hc10_19920,test
573.66729,hc10_19935,test
573.66756,hc10_19951,train
573.66783,hc10_19625,calibration
573.66830,hc10_19651,calibration
573.66836,hc10_19653,train
573.66849,hc10_19978,train
573.66863,hc10_19669,calibration
573.66866,hc10_19350,train
573.66887,hc10_19356,train
573.66890,hc10_19369,train
573.66892,hc10_19985,train
573.66895,hc10_19981,train
573.66934,hc10_19383,train
573.66993,hc10_19709,calibration
573.67002,hc10_19713,train
573.67004,hc10_19883,train
573.67021,hc10_2311,train
573.67032,hc10_20027,train
573.67035,hc10_19692,train
573.67038,hc10_19425,train
573.67050,hc10_19429,train
573.67077,hc10_19444,train
573.67090,hc10_19451,train
573.67110,hc10_19461,train
573.67112,hc10_19397,train
573.67115,hc10_19465,train
573.67120,hc10_19467,calibration
573.67121,hc10_19468,train
573.67152,hc10_19375,train
573.67154,hc10_19487,train
573.67180,hc10_19732,test
573.67711,hc10_19590,train
573.13047,hc10_21334,calibration
573.13060,hc10_5673,train
573.13062,hc10_21340,train
573.13118,hc10_21360,train
573.13136,hc10_1684,train
573.13144,hc10_21652,train
573.13159,hc10_21653,train
573.13176,hc10_21325,train
573.13200,hc10_1684,train
573.13250,hc10_21684,train
573.13256,hc10_22219,train
573.13262,hc10_1684,train
573.13289,hc10_1684,train
573.13292,hc10_1684,train
573.13317,hc10_21701,train
573.13384,hc10_21988,train
573.13388,hc10_1684,train
573.13396,hc10_5713,calibration
573.13398,hc10_5715,train
573.13406,hc10_21999,train
573.13411,hc10_21723,train
573.13416,hc10_21647,train
573.13465,hc10_21359,calibration
573.13477,hc10_21617,train
573.13494,hc10_5641,train
573.13551,hc10_1684,train
573.13628,hc10_17177,train
573.13640,hc10_17158,train
573.13641,hc10_12686,train
573.13647,hc10_17185,train
573.13663,hc10_22589,train
573.13675,hc10_12698,train
573.13685,hc10_22598,train
573.13731,hc10_21340,train
573.13734,hc10_1684,train
573.13780,hc10_22219,test
573.13816,hc10_1684,test
573.13817,hc10_21432,test
573.13828,hc10_21474,train
573.13845,hc10_21480,test
573.13879,hc10_12665,test
573.13912,hc10_21496,train
573.13918,hc10_12672,test
573.13931,hc10_21325,test
573.13934,hc10_17210,test
573.13953,hc10_5641,test
573.13958,hc10_21514,test
573.13972,hc10_21339,calibration
573.13978,hc10_21938,train
573.13994,hc10_12747,calibration
573.14010,hc10_1684,train
573.14042,hc10_12761,train
573.14046,hc10_22076,train
573.14049,hc10_5641,train
573.14121,hc10_21647,train
573.14122,hc10_21617,train
573.14123,hc10_1684,train
573.14138,hc10_1684,train
573.14169,hc10_22041,calibration
573.14192,hc10_1684,train
573.14214,hc10_21612,train
573.14258,hc10_21939,train
573.14274,hc10_21647,train
573.14283,hc10_22222,train
573.14312,hc10_22414,train
573.14313,hc10_22239,train
573.14317,hc10_21617,train
573.14320,hc10_21652,train
573.14321,hc10_21617,train
573.14344,hc10_22278,calibration
573.14349,hc10_22219,train
573.14377,hc10_1684,train
573.14385,hc10_12660,train
573.14391,hc10_1684,train
573.14396,hc10_21881,train
573.14398,hc10_21647,train
573.14434,hc10_17428,train
573.14481,hc10_22259,train
573.14505,hc10_22444,train
573.14540,hc10_22239,train
573.15329,hc10_25461,train
573.15371,hc10_25461,train
573.15523,hc10_5228,train
573.15528,hc10_4879,train
573.15546,hc10_12833,train
573.15561,hc10_5236,train
573.15575,hc10_4904,train
573.15577,hc10_4906,train
573.15584,hc10_4909,calibration
573.15607,hc10_5244,train
573.1719,hc10_12957,train
573.23202,hc10_537,test
573.24250,hc10_3701,test
573.24264,hc10_3707,test
573.24281,hc10_3715,test
573.24299,hc10_585,test
573.24339,hc10_13632,calibration
573.24350,hc10_13635,calibration
573.24352,hc10_18319,train
573.24383,hc10_18050,train
573.24418,hc10_14188,train
573.24441,hc10_1301,train
573.24445,hc10_18066,train
573.25568,hc10_13986,train
573.26089,hc10_14083,test
573.26116,hc10_6250,test
573.26118,hc10_18139,test
573.26121,mlst_MLST.klebsiella.322,test
573.26122,hc10_4249,test
573.26135,hc10_6254,test
573.26151,hc10_6258,test
573.26152,hc10_18373,test
573.26197,hc10_14102,test
573.26206,hc10_14108,test
573.26229,hc10_17553,test
573.26236,hc10_17554,test
573.26240,hc10_14245,test
573.26247,hc10_17556,test
573.26263,hc10_18388,test
573.26291,hc10_18395,test
573.26296,hc10_18397,test
573.26312,hc10_14259,test
573.26314,hc10_12714,test
573.31071,hc10_18838,train
573.33391,hc10_19173,calibration
573.33396,hc10_19173,calibration
573.33402,hc10_18284,train
573.33419,hc10_19216,train
573.34246,hc10_26475,train
573.46069,hc10_13302,train
573.46081,hc10_13317,calibration
573.46090,hc10_1757,train
573.46092,hc10_12999,train
573.46829,hc10_13111,test
573.46832,hc10_19254,test
573.46841,hc10_13501,test
573.46851,hc10_13501,test
573.46856,hc10_13501,test
573.5624,hc10_5262,train
573.5663,hc10_5269,test
573.5692,hc10_5280,train
573.5710,hc10_428,test
573.5807,hc10_5285,test
573.5828,hc10_5314,test
573.66189,hc10_19864,calibration
573.66199,hc10_19300,train
573.66204,hc10_19532,train
573.66575,hc10_19308,test
573.66585,hc10_19310,test
573.66621,hc10_19556,test
573.66631,hc10_19563,test
573.66633,hc10_19319,test
573.66660,hc10_19903,test
573.66677,hc10_19584,test
573.66686,hc10_19586,test
573.66696,hc10_19594,train
573.66700,hc10_19917,test
573.66714,hc10_19604,test
573.66719,hc10_19605,test
573.66739,hc10_19942,test
573.66747,hc10_19607,test
573.66755,hc10_19611,train
573.66772,hc10_19956,calibration
573.66792,hc10_19631,train
573.66798,hc10_19962,train
573.66804,hc10_19635,train
573.66850,hc10_19662,train
573.66915,hc10_19996,train
573.66921,hc10_19999,train
573.66924,hc10_20000,train
573.66935,hc10_1684,test
573.66949,hc10_19693,train
573.66958,hc10_19388,train
573.66966,hc10_19965,train
573.66967,hc10_19698,train
573.66972,hc10_20014,calibration
573.66975,hc10_20016,train
573.66976,hc10_19394,train
573.66992,hc10_20019,train
573.66995,hc10_19402,train
573.67006,hc10_19407,train
573.67015,hc10_19414,calibration
573.67017,hc10_19716,train
573.67048,hc10_19427,train
573.67074,hc10_20046,train
573.67082,hc10_19447,train
573.67097,hc10_2311,train
573.67111,hc10_20065,train
573.67149,hc10_19483,train
573.13031,hc10_5672,train
573.13037,hc10_17145,train
573.13061,hc10_5674,train
573.13096,hc10_21938,train
573.13100,hc10_21946,train
573.13156,hc10_21325,train
573.13237,hc10_22241,calibration
573.13259,hc10_1684,train
573.13304,hc10_22281,train
573.13314,hc10_21698,train
573.13373,hc10_21647,train
573.13376,hc10_21984,calibration
573.13413,hc10_21647,train
573.13419,hc10_5719,calibration
573.13422,hc10_21727,train
573.13463,hc10_21647,train
573.13506,hc10_22255,calibration
573.13559,hc10_22222,train
573.13562,hc10_12673,train
573.13569,hc10_17164,train
573.13582,hc10_17124,train
573.13624,hc10_17172,train
573.13645,hc10_12675,calibration
573.13648,hc10_17168,calibration
573.13674,hc10_12697,calibration
573.13692,hc10_22602,train
573.13701,hc10_12702,calibration
573.13719,hc10_21431,train
573.13755,hc10_22602,train
573.13765,hc10_5641,train
573.13806,hc10_5641,test
573.13809,hc10_21422,test
573.13825,hc10_21432,test
573.13842,hc10_22239,test
573.13863,hc10_22034,test
573.13873,hc10_21488,test
573.13878,hc10_5641,test
573.13936,hc10_21482,test
573.13952,hc10_12675,test
573.13956,hc10_12731,test
573.13973,hc10_12675,calibration
573.14001,hc10_21339,calibration
573.14002,hc10_1684,train
573.14005,hc10_1684,train
573.14035,hc10_12761,train
573.14036,hc10_21325,train
573.14068,hc10_1684,train
573.14082,hc10_22101,train
573.14090,hc10_21938,train
573.14091,hc10_21946,train
573.14094,hc10_21779,train
573.14106,hc10_21647,train
573.14107,hc10_1684,train
573.14114,hc10_21617,train
573.14119,hc10_21376,train
573.14125,hc10_21938,train
573.14133,hc10_1684,train
573.14135,hc10_21563,train
573.14150,hc10_22118,calibration
573.14185,hc10_21938,train
573.14199,hc10_21429,train
573.14238,hc10_21944,train
573.14272,hc10_21830,calibration
573.14278,hc10_21647,train
573.14282,hc10_5641,train
573.14286,hc10_1684,train
573.14306,hc10_22409,train
573.14340,hc10_21647,train
573.14345,hc10_22414,train
573.14359,hc10_21872,calibration
573.14361,hc10_21647,train
573.14366,hc10_17430,train
573.14389,hc10_22219,train
573.14395,hc10_5641,train
573.14446,hc10_22229,train
573.14461,hc10_17430,train
573.14468,hc10_22259,train
573.14472,hc10_1684,train
573.14483,hc10_17428,train
573.14515,hc10_21924,calibration
573.14531,hc10_5641,train
573.15372,hc10_26478,train
573.15374,hc10_26476,train
573.15376,hc10_25461,train
573.15522,hc10_4877,train
573.15533,hc10_4882,train
573.15535,hc10_4880,train
573.15539,hc10_5231,train
573.15543,hc10_4888,train
573.15553,hc10_5234,train
573.15568,hc10_4899,train
573.15573,hc10_4902,train
573.15580,hc10_12838,train
573.15583,hc10_12832,train
573.15587,hc10_5240,train
573.15596,hc10_5241,train
573.15602,hc10_12844,train
573.15606,hc10_4920,train
573.15609,hc10_4921,train
573.18477,hc10_26499,train
573.22555,hc10_523,test
573.23196,hc10_531,test
573.24311,hc10_3743,test
573.24329,hc10_875,train
573.24348,hc10_18323,train
573.24354,hc10_13965,train
573.24361,hc10_13967,train
573.24381,hc10_18048,train
573.24407,hc10_17509,calibration
573.24417,hc10_18057,train
573.24432,hc10_18065,train
573.24438,hc10_13651,train
573.24444,hc10_13652,train
573.24453,hc10_6161,train
573.24455,hc10_18034,train
573.26077,hc10_18134,test
573.26094,hc10_18137,test
573.26130,mlst_MLST.klebsiella.528,test
573.26141,hc10_6062,test
573.26147,hc10_6256,test
573.26149,hc10_18144,test
573.26154,hc10_14088,test
573.26166,hc10_18149,test
573.26226,hc10_18385,test
573.26243,hc10_14114,test
573.26252,hc10_6085,test
573.26256,hc10_6088,test
573.26283,hc10_18392,test
573.26287,hc10_6267,test
573.31068,hc10_17886,train
573.33401,hc10_19173,calibration
573.34262,hc10_26667,train
573.46074,hc10_13302,train
573.46111,hc10_13338,train
573.46116,hc10_13343,train
573.46848,hc10_13501,test
573.46857,hc10_13501,test
573.46875,hc10_13501,test
573.5644,hc10_5263,train
573.5646,hc10_5265,train
573.5702,hc10_5286,test
573.5798,hc10_5284,test
573.5825,hc10_432,test
573.66197,hc10_19299,train
573.66205,hc10_1684,test
573.66211,hc10_19867,train
573.66568,hc10_19304,train
573.66590,hc10_19876,test
573.66598,hc10_19311,test
573.66599,hc10_19548,test
573.66604,hc10_19879,test
573.66605,hc10_19312,test
573.66612,hc10_19314,test
573.66635,hc10_19564,test
573.66647,hc10_19897,test
573.66652,hc10_19570,test
573.66659,hc10_19902,test
573.66682,hc10_19910,test
573.66684,hc10_19912,test
573.66695,hc10_19593,test
573.66698,hc10_19595,test
573.66720,hc10_19926,test
573.66723,hc10_19929,test
573.66774,hc10_19620,train
573.66778,hc10_19335,train
573.66788,hc10_19628,train
573.66844,hc10_19658,train
573.66856,hc10_19349,train
573.66860,hc10_19350,train
573.66911,hc10_19984,train
573.66936,hc10_1684,test
573.66939,hc10_19384,test
573.66957,hc10_20011,train
573.66974,hc10_19368,train
573.66996,hc10_19403,train
573.67001,hc10_19405,train
573.67039,hc10_20030,train
573.67045,hc10_20035,train
573.67069,hc10_20044,train
573.67073,hc10_20045,train
573.67088,hc10_19450,train
573.67093,hc10_19452,train
573.67102,hc10_19455,train
573.67133,hc10_19981,train
573.67140,hc10_19356,train
573.67170,hc10_19498,test
573.67173,hc10_19488,test
573.13079,hc10_5676,train
573.13089,hc10_1684,train
573.13177,hc10_21938,train
573.13198,hc10_21400,train
573.13219,hc10_22232,train
573.13270,hc10_22219,train
573.13281,hc10_5641,train
573.13283,hc10_21647,train
573.13331,hc10_22291,train
573.13341,hc10_21938,train
573.13430,hc10_21673,train
573.13511,hc10_5655,train
573.13513,hc10_5674,train
573.13526,hc10_1684,train
573.13553,hc10_22232,train
573.13572,hc10_17167,train
573.13574,hc10_1684,train
573.13598,hc10_22219,train
573.13650,hc10_22371,train
573.13657,hc10_1684,train
573.13658,hc10_12672,train
573.13667,hc10_21939,train
573.13677,hc10_12686,train
573.13678,hc10_22592,train
573.13693,hc10_22603,train
573.13727,hc10_1684,train
573.13739,hc10_22615,train
573.13744,hc10_22620,train
573.13747,hc10_22623,train
573.13777,hc10_21340,train
573.13778,hc10_21325,test
573.13790,hc10_21660,test
573.13838,hc10_21325,test
573.13843,hc10_22042,test
573.13891,hc10_12714,test
573.13892,hc10_12715,test
573.13913,hc10_5641,test
573.13921,hc10_17173,test
573.13923,hc10_17151,test
573.13941,hc10_21340,test
573.13945,hc10_12728,test
573.13947,hc10_1684,test
573.13959,hc10_1684,train
573.13996,hc10_21523,train
573.14004,hc10_12720,train
573.14048,hc10_12676,train
573.14081,hc10_21938,train
573.14096,hc10_21730,train
573.14130,hc10_1684,train
573.14139,hc10_21325,train
573.14200,hc10_5641,train
573.14212,hc10_21645,train
573.14230,hc10_21617,train
573.14234,hc10_21944,train
573.14248,hc10_1684,train
573.14259,hc10_21652,train
573.14347,hc10_22219,train
573.14350,hc10_12747,calibration
573.14374,hc10_17434,train
573.14380,hc10_22219,train
573.14381,hc10_22414,train
573.14506,hc10_22466,train
573.14511,hc10_22259,train
573.14548,hc10_22219,train
573.15444,hc10_4844,train
573.15471,hc10_4850,train
573.15483,hc10_5217,calibration
573.15484,hc10_5205,calibration
573.15486,hc10_5192,train
573.15487,hc10_4858,train
573.15496,hc10_4839,train
573.15536,hc10_12832,train
573.15552,hc10_4893,train
573.15623,hc10_5244,train
573.1728,hc10_279,train
573.2000,hc10_5,train
573.2002,hc10_7,train
573.22564,hc10_825,test
573.22565,hc10_826,test
573.23212,hc10_543,test
573.23223,hc10_549,test
573.24252,hc10_13938,train
573.24261,mlst_MLST.klebsiella.43,train
573.24284,hc10_3718,test
573.24294,hc10_3706,test
573.24309,hc10_3742,test
573.24336,hc10_13638,calibration
573.24349,hc10_18324,train
573.24364,hc10_13638,calibration
573.26079,hc10_18359,test
573.26086,hc10_6049,test
573.26097,hc10_14085,test
573.26132,mlst_MLST.klebsiella.11,test
573.26164,hc10_18148,test
573.26194,hc10_14102,test
573.26211,hc10_18378,test
573.26216,hc10_18363,test
573.26220,hc10_17551,test
573.26249,hc10_6083,test
573.26284,hc10_14253,test
573.29889,hc10_18675,test
573.29906,hc10_279,test
573.29913,hc10_279,test
573.29919,hc10_18205,test
573.29927,hc10_18712,test
573.29932,hc10_279,test
573.29947,hc10_6095,test
573.29957,hc10_6095,test
573.29969,hc10_18735,test
573.29986,hc10_18673,test
573.30005,hc10_279,test
573.30008,hc10_18672,test
573.30010,hc10_18672,test
573.30014,hc10_1684,test
573.33404,hc10_18284,train
573.46094,hc10_13001,train
573.46839,hc10_13501,test
573.46858,hc10_13501,test
573.5636,hc10_4960,train
573.5717,hc10_432,test
573.5763,hc10_5288,calibration
573.5767,hc10_5291,train
573.5781,hc10_4975,train
573.5813,hc10_4980,test
573.66210,hc10_19535,train
573.66218,hc10_13120,test
573.66229,hc10_13136,test
573.66238,hc10_13125,test
573.66243,hc10_13125,test
573.66253,hc10_13120,test
573.66254,hc10_13130,test
573.66262,hc10_13170,test
573.66266,hc10_13127,test
573.66293,hc10_13125,test
573.66301,hc10_13130,test
573.66307,hc10_13186,test
573.66309,hc10_13130,test
573.66310,hc10_13130,test
573.66347,hc10_13125,test
573.66351,hc10_12501,test
573.66358,hc10_12524,test
573.66366,hc10_12501,test
573.66368,hc10_12501,test
573.66374,hc10_12501,test
573.66375,hc10_12501,test
573.66442,hc10_12912,test
573.66446,hc10_13134,test
573.66451,hc10_12912,test
573.66458,hc10_12901,test
573.66461,hc10_15664,test
573.66491,hc10_13130,test
573.66492,hc10_13134,test
573.66519,hc10_12591,test
573.66521,hc10_15706,test
573.66522,hc10_15661,test
573.66525,hc10_12528,test
573.66533,hc10_15632,test
573.66542,hc10_12528,test
573.66547,hc10_12558,test
573.66556,hc10_12504,test
573.66572,hc10_19869,train
573.66640,hc10_19891,test
573.66645,hc10_19567,test
573.66654,hc10_19571,test
573.66666,hc10_19905,test
573.66679,hc10_19309,test
573.66709,hc10_19921,test
573.66730,hc10_19315,test
573.66738,hc10_19874,test
573.66752,hc10_19330,train
573.66761,hc10_19331,train
573.66782,hc10_19624,train
573.66790,hc10_19339,train
573.66797,hc10_19961,calibration
573.66810,hc10_19967,train
573.66879,hc10_19360,train
573.66944,hc10_20006,train
573.66945,hc10_20007,train
573.66959,hc10_19320,train
573.66961,hc10_19391,calibration
573.66964,hc10_19697,train
573.67007,hc10_19714,train
573.67022,hc10_19420,train
573.67092,hc10_20056,train
573.67129,hc10_19473,train
573.67148,hc10_20079,train
